epoch,train_loss,test_accuracy
74,0.000000,0.947625
75,0.000000,0.945595
76,0.000000,0.953106
77,0.020671,0.953309
78,0.000000,0.942753
79,0.097688,0.920524
80,0.000000,0.901035
81,0.000000,0.945899
82,0.000000,0.945189
83,0.000000,0.931790
84,0.000000,0.952598
85,0.093413,0.939911
86,0.000000,0.946204
87,0.000000,0.947523
88,0.000000,0.954324
89,0.000000,0.955542
90,0.000000,0.951583
91,0.000674,0.923467
92,0.000000,0.945189
93,0.000000,0.921640
94,0.000000,0.943159
95,0.027870,0.940824
96,0.000000,0.943260
97,0.061112,0.949249
98,0.094624,0.947625
99,0.072052,0.948741
100,0.076205,0.940317
1,0.294573,0.942245
2,0.000000,0.947117
3,0.208327,0.958384
4,0.080314,0.954730
5,0.127028,0.954832
6,0.060860,0.957775
7,0.052585,0.956151
8,0.199305,0.947726
9,0.000000,0.958283
10,0.305194,0.948944
11,0.028860,0.957268
12,0.027864,0.946204
13,0.005893,0.946305
14,0.000000,0.947016
15,0.024839,0.937576
16,0.000000,0.956760
17,0.227881,0.957166
18,0.000000,0.957471
19,0.116827,0.939911
20,0.039830,0.954730
21,0.223571,0.958283
22,0.000000,0.951380
23,0.000000,0.945899
24,0.000000,0.950974
25,0.000000,0.944986
26,0.056880,0.949350
27,0.000000,0.939403
28,0.088398,0.936967
29,0.000000,0.936460
30,0.000000,0.951482
31,0.000000,0.950264
32,0.000000,0.949350
33,0.000000,0.946610
34,0.000000,0.951177
35,0.021925,0.954832
36,0.012301,0.952598
37,0.140570,0.946914
38,0.000000,0.947320
39,0.000000,0.951685
40,0.378151,0.944580
41,0.070649,0.950467
42,0.000000,0.941636
43,0.082212,0.946711
44,0.031421,0.919306
45,0.158799,0.949553
46,0.000000,0.924482
47,0.000000,0.940114
48,0.000000,0.950264
49,0.000000,0.931892
50,0.053684,0.937881
51,0.000000,0.942042
52,0.000000,0.942651
53,0.033633,0.943260
54,0.166419,0.940114
55,0.000000,0.949147
56,0.000000,0.948944
57,0.000000,0.950670
58,0.000000,0.948944
59,0.000000,0.946001
60,0.161411,0.940215
61,0.003478,0.954527
62,0.000000,0.933415
63,0.000000,0.953004
64,0.000000,0.943768
65,0.000000,0.945595
66,0.000000,0.954730
67,0.342069,0.945189
68,0.000000,0.943971
69,0.000000,0.944072
70,0.021683,0.957572
71,0.000000,0.930978
72,0.011021,0.947523
73,0.000000,0.946711
74,0.000661,0.943463
75,0.000000,0.942651
76,0.000000,0.931994
77,0.000000,0.947523
78,0.000000,0.955542
79,0.000000,0.950162
80,0.223676,0.950873
81,0.000000,0.948437
82,0.000000,0.954730
83,0.000000,0.944986
84,0.000000,0.948538
85,0.000000,0.952294
86,0.191433,0.953004
87,0.161180,0.945087
88,0.000000,0.945392
89,0.000000,0.913520
90,0.000000,0.949756
91,0.000000,0.944072
92,0.004278,0.935242
93,0.000000,0.955035
94,0.000000,0.953512
95,0.147976,0.950162
96,0.054690,0.952294
97,0.000000,0.952395
98,0.084338,0.949756
99,0.059890,0.939911
100,0.000000,0.948031
1,0.127402,0.940723
2,0.120948,0.949858
3,0.264950,0.960211
4,0.134484,0.958892
5,0.157441,0.945899
6,0.151544,0.955542
7,0.054376,0.955847
8,0.055838,0.955644
9,0.132338,0.940723
10,0.055370,0.948234
11,0.040005,0.953715
12,0.000000,0.951786
13,0.000000,0.948437
14,0.000000,0.939302
15,0.000000,0.941738
16,0.130212,0.950568
17,0.051280,0.948335
18,0.199272,0.953106
19,0.029680,0.953512
20,0.000000,0.950568
21,0.000000,0.937373
22,0.000000,0.944884
23,0.088527,0.944783
24,0.000000,0.951989
25,0.000000,0.954324
26,0.000000,0.947625
27,0.273786,0.952091
28,0.224554,0.938490
29,0.000000,0.942753
30,0.000000,0.954121
31,0.000000,0.949147
32,0.179548,0.950162
33,0.077745,0.944783
34,0.000000,0.951177
35,0.000000,0.948132
36,0.000000,0.938591
37,0.000000,0.947929
38,0.000000,0.938997
39,0.000000,0.926208
40,0.000000,0.945595
41,0.000000,0.938185
42,0.000000,0.945595
43,0.123583,0.952801
44,0.000000,0.950771
45,0.077066,0.936663
46,0.003662,0.950467
47,0.000000,0.950568
48,0.000000,0.943463
49,0.037250,0.952598
50,0.418603,0.920625
51,0.000000,0.947219
52,0.000000,0.935140
53,0.075553,0.954629
54,0.000000,0.949350
55,0.000000,0.947219
56,0.000000,0.923569
57,0.094858,0.951888
58,0.000000,0.951076
59,0.000000,0.952903
60,0.000000,0.946610
61,0.000000,0.942956
62,0.000000,0.945189
63,0.000000,0.934430
64,0.000000,0.947523
65,0.000000,0.949046
66,0.000000,0.915449
67,0.000000,0.941027
68,0.000000,0.951279
69,0.156668,0.950264
70,0.022724,0.951279
71,0.000000,0.951177
72,0.000000,0.942550
73,0.000000,0.946610
74,0.000000,0.949249
75,0.000000,0.943260
76,0.000000,0.937779
77,0.000000,0.939099
78,0.000000,0.945798
79,0.000000,0.945392
80,0.000000,0.944884
81,0.163593,0.938591
82,0.000000,0.942956
83,0.000000,0.938388
84,0.000000,0.955238
85,0.000000,0.955035
86,0.000000,0.948640
87,0.053119,0.950264
88,0.000000,0.927527
89,0.000000,0.940114
90,0.000000,0.947726
91,0.006237,0.941839
92,0.061283,0.953106
93,0.099537,0.950670
94,0.000000,0.945392
95,0.000000,0.897686
96,0.000000,0.944580
97,0.107225,0.942448
98,0.000000,0.927527
99,0.116352,0.947523
100,0.000000,0.950873
1,0.017666,0.945595
2,0.045297,0.954527
3,0.306168,0.955644
4,0.000000,0.960211
5,0.127871,0.947219
6,0.112444,0.942956
7,0.000000,0.954324
8,0.000000,0.947219
9,0.112594,0.931283
10,0.079231,0.947117
11,0.000000,0.958181
12,0.078119,0.957978
13,0.000000,0.943057
14,0.000000,0.953309
15,0.000000,0.950974
16,0.000000,0.954222
17,0.000000,0.955948
18,0.098600,0.939505
19,0.133429,0.944174
20,0.000000,0.945899
21,0.000000,0.949046
22,0.000000,0.944580
23,0.000000,0.933415
24,0.000000,0.948335
25,0.000000,0.957877
26,0.000000,0.946407
27,0.000000,0.934531
28,0.000000,0.951279
29,0.000000,0.948538
30,0.000000,0.951685
31,0.000000,0.949147
32,0.000000,0.951482
33,0.000000,0.948031
34,0.000000,0.943057
35,0.000000,0.947422
36,0.147127,0.936561
37,0.012057,0.957877
38,0.000000,0.954933
39,0.000000,0.946001
40,0.001368,0.955035
41,0.000000,0.956151
42,0.000000,0.941738
43,0.000000,0.947523
44,0.000000,0.956456
45,0.000000,0.950568
46,0.000000,0.940114
47,0.000000,0.949858
48,0.000000,0.949756
49,0.000000,0.949959
50,0.000000,0.955238
51,0.000000,0.953309
52,0.000000,0.941027
53,0.000000,0.933415
54,0.000000,0.938084
55,0.000000,0.931181
56,0.000000,0.934937
57,0.000000,0.916261
58,0.000000,0.949553
59,0.000000,0.948640
60,0.127737,0.949147
61,0.030602,0.950264
62,0.004909,0.952598
63,0.000000,0.954933
64,0.283961,0.955035
65,0.000000,0.947828
66,0.000000,0.945899
67,0.050629,0.947929
68,0.000000,0.940723
69,0.000000,0.949553
70,0.017747,0.946813
71,0.000000,0.951583
72,0.200802,0.935648
73,0.013633,0.952192
74,0.000000,0.933009
75,0.000000,0.951076
76,0.000000,0.949655
77,0.000000,0.936358
78,0.000000,0.940215
79,0.000000,0.952801
80,0.000000,0.957572
81,0.000000,0.951989
82,0.000000,0.952598
83,0.000000,0.943666
84,0.000000,0.952091
85,0.000000,0.945392
86,0.000000,0.953613
87,0.000000,0.952294
88,0.000000,0.956963
89,0.000000,0.927223
90,0.000000,0.938287
91,0.000000,0.933516
92,0.000000,0.953512
93,0.000000,0.950568
94,0.000000,0.947422
95,0.000000,0.946711
96,0.000000,0.949959
97,0.060263,0.953106
98,0.000000,0.952903
99,0.020475,0.953106
100,0.000000,0.947828
