epoch,train_loss,test_accuracy
1,0.129138,0.962315
2,0.007930,0.976190
3,0.178504,0.981394
4,0.168800,0.979975
5,0.073594,0.972249
6,0.073838,0.966887
7,0.004614,0.973510
8,0.021872,0.974771
9,0.000000,0.974929
10,0.000000,0.970041
11,0.082860,0.976348
12,0.026962,0.981552
13,0.000000,0.975402
14,0.000000,0.961053
15,0.050554,0.966730
16,0.051163,0.971302
17,0.000045,0.966730
18,0.133252,0.970041
19,0.000000,0.965311
20,0.000000,0.978083
21,0.000000,0.950962
22,0.036446,0.956481
23,0.000000,0.949543
24,0.043119,0.967991
25,0.070340,0.971302
26,0.000000,0.961526
27,0.000000,0.973983
28,0.007319,0.959792
29,0.000000,0.968464
30,0.041718,0.968937
31,0.000000,0.956954
32,0.068817,0.970356
33,0.056187,0.973037
34,0.000000,0.960580
35,0.000642,0.971618
36,0.000000,0.973825
37,0.000000,0.952223
38,0.000000,0.973825
39,0.000000,0.973510
40,0.068404,0.976033
41,0.036207,0.936455
42,0.000000,0.972564
43,0.000000,0.973037
44,0.021545,0.965311
45,0.043002,0.964207
46,0.000000,0.966414
47,0.000000,0.969253
48,0.056415,0.956954
49,0.146008,0.972091
50,0.047024,0.969095
51,0.000000,0.969095
52,0.000000,0.975875
53,0.046362,0.977452
54,0.000000,0.973825
55,0.000000,0.946389
56,0.000000,0.961526
57,0.000000,0.959477
58,0.000000,0.976506
59,0.024705,0.968307
60,0.053032,0.971460
61,0.000000,0.973195
62,0.000000,0.928729
63,0.000000,0.958530
64,0.000000,0.962788
65,0.101707,0.976348
66,0.098893,0.965941
67,0.000000,0.965941
68,0.000000,0.967518
69,0.000000,0.966730
70,0.033772,0.974456
71,0.048645,0.955692
72,0.076036,0.944024
73,0.000000,0.958057
74,0.012556,0.961211
75,0.000000,0.952223
76,0.000000,0.973668
77,0.238827,0.956165
78,0.000000,0.956481
79,0.000000,0.960107
80,0.164822,0.972564
81,0.000000,0.975244
82,0.000000,0.973352
83,0.000000,0.961211
84,0.000000,0.972091
85,0.000000,0.971302
86,0.017249,0.953800
87,0.000000,0.977452
88,0.016996,0.969410
89,0.000000,0.968149
90,0.000000,0.973668
91,0.000000,0.969253
92,0.000000,0.970041
93,0.000000,0.978083
94,0.000000,0.975717
95,0.080068,0.957111
96,0.000000,0.963103
97,0.000000,0.964995
98,0.000000,0.961684
99,0.000000,0.962315
100,0.014340,0.966887
1,0.116337,0.966887
2,0.200537,0.977294
3,0.037501,0.976979
4,0.007692,0.972722
5,0.160503,0.982813
6,0.033703,0.978240
7,0.146760,0.978083
8,0.094271,0.973037
9,0.257860,0.967518
10,0.038420,0.973037
11,0.010135,0.973352
12,0.000000,0.977767
13,0.046428,0.971933
14,0.000000,0.977925
15,0.126229,0.973352
16,0.000000,0.966730
17,0.067527,0.975875
18,0.000000,0.965311
19,0.021004,0.977452
20,0.456953,0.976664
21,0.000000,0.970199
22,0.021571,0.968622
23,0.000000,0.973668
24,0.000000,0.949858
25,0.047796,0.966887
26,0.395654,0.971145
27,0.057089,0.973195
28,0.000000,0.957900
29,0.000000,0.964522
30,0.000000,0.975402
31,0.000000,0.970041
32,0.000000,0.951908
33,0.000000,0.963103
34,0.000000,0.973352
