epoch,train_loss,test_accuracy
66,0.091904,0.983109
67,0.070335,0.982784
68,0.061604,0.984408
69,0.076584,0.985058
70,0.119427,0.983758
71,0.108215,0.986032
72,0.108964,0.986682
73,0.136484,0.985220
74,0.070024,0.981809
75,0.046016,0.980672
76,0.086838,0.982621
77,0.041447,0.982621
78,0.042290,0.983271
79,0.057852,0.985220
80,0.163927,0.984083
81,0.151929,0.985382
82,0.107907,0.985382
83,0.213882,0.983758
84,0.094833,0.983271
85,0.082248,0.984895
86,0.049855,0.968329
87,0.112744,0.980023
88,0.098835,0.983921
89,0.101681,0.984570
90,0.155998,0.979211
91,0.073152,0.986195
92,0.161361,0.982784
93,0.089502,0.979048
94,0.115022,0.983758
95,0.098056,0.984408
96,0.093324,0.982621
97,0.109854,0.981809
98,0.080905,0.981160
99,0.117835,0.985707
100,0.075667,0.982621
1,0.139343,0.973688
2,0.085704,0.971252
3,0.214457,0.898490
4,0.081863,0.978074
5,0.134056,0.961345
6,0.046271,0.972552
7,0.086616,0.978723
8,0.183586,0.974176
9,0.095365,0.973526
10,0.134578,0.979698
11,0.168275,0.966055
12,0.122980,0.969303
13,0.200326,0.980185
14,0.067399,0.981809
15,0.104279,0.978561
16,0.123125,0.980510
17,0.117507,0.983921
18,0.103257,0.973851
19,0.138713,0.977586
20,0.096678,0.980672
21,0.056758,0.982459
22,0.094966,0.976937
23,0.144849,0.970115
24,0.091100,0.983921
25,0.029850,0.980672
26,0.140675,0.982134
27,0.060730,0.980672
28,0.052838,0.978236
29,0.054793,0.981322
30,0.124225,0.979535
31,0.157188,0.983109
32,0.100834,0.982459
33,0.019277,0.982459
34,0.048771,0.983921
35,0.058732,0.981647
36,0.173236,0.978886
37,0.119075,0.970278
38,0.042072,0.982297
39,0.054267,0.977424
40,0.121779,0.979373
41,0.084531,0.983921
42,0.091442,0.976450
43,0.145729,0.983758
44,0.046767,0.981647
45,0.142212,0.981322
46,0.114113,0.981972
47,0.143334,0.982459
48,0.067879,0.980023
49,0.076789,0.984083
50,0.170120,0.982621
51,0.104884,0.979211
52,0.063822,0.980185
53,0.135726,0.982297
54,0.125656,0.982946
55,0.116839,0.982946
56,0.121745,0.980835
57,0.094458,0.979860
58,0.168852,0.982134
59,0.033344,0.974176
60,0.108057,0.975800
61,0.156434,0.971090
62,0.085364,0.981484
63,0.161552,0.958421
64,0.164775,0.980672
65,0.132049,0.979535
66,0.094675,0.969466
67,0.029426,0.982134
68,0.039953,0.981809
69,0.039039,0.982134
70,0.080068,0.977099
71,0.095332,0.978723
72,0.165203,0.983433
73,0.043669,0.981972
74,0.094886,0.981972
75,0.071671,0.980185
76,0.078100,0.979048
77,0.086856,0.976450
78,0.047600,0.975800
79,0.106873,0.979048
80,0.029945,0.977749
81,0.097488,0.979860
82,0.124890,0.982297
83,0.074979,0.981484
84,0.064897,0.982297
85,0.102346,0.979048
86,0.088398,0.981322
87,0.071734,0.981484
