epoch,train_loss,test_accuracy
22,0.086857,0.965997
23,0.154926,0.961328
24,0.150895,0.968331
25,0.105331,0.963155
26,0.129004,0.968636
27,0.291408,0.965185
28,0.039358,0.963256
29,0.093328,0.968331
30,0.260846,0.963561
31,0.084044,0.966809
32,0.084212,0.967519
33,0.228168,0.966301
34,0.157008,0.968230
35,0.162255,0.961226
36,0.106939,0.968128
37,0.187011,0.965997
38,0.275485,0.966504
39,0.128828,0.965692
40,0.083110,0.966403
41,0.101120,0.967113
42,0.098692,0.967418
43,0.123642,0.968433
44,0.071991,0.966504
45,0.101600,0.963459
46,0.078783,0.964779
47,0.097161,0.965997
48,0.044887,0.927426
49,0.090100,0.970564
50,0.095190,0.968027
51,0.141745,0.969346
52,0.083604,0.969752
53,0.156556,0.962749
54,0.148910,0.969549
55,0.276833,0.936561
56,0.133573,0.968737
57,0.097225,0.970057
58,0.110978,0.965286
59,0.194223,0.969651
60,0.037109,0.962343
61,0.170216,0.968128
62,0.044649,0.964677
63,0.050361,0.963459
64,0.275688,0.965185
65,0.086921,0.967925
66,0.163796,0.964373
67,0.208571,0.967418
68,0.038793,0.970158
69,0.035061,0.971275
70,0.117177,0.966707
71,0.170332,0.962647
72,0.159465,0.969346
73,0.154791,0.965083
74,0.135038,0.959805
75,0.156304,0.967215
76,0.074144,0.971275
77,0.201702,0.970564
78,0.097246,0.965489
79,0.202332,0.969245
80,0.089205,0.968940
81,0.068089,0.972188
82,0.072866,0.965794
83,0.089904,0.967925
84,0.142439,0.970767
85,0.082430,0.960617
86,0.203990,0.967012
87,0.168102,0.967621
88,0.077707,0.970869
89,0.055365,0.965083
90,0.222158,0.964677
91,0.091684,0.964982
92,0.105552,0.964677
93,0.110096,0.967621
94,0.041390,0.967316
95,0.113303,0.966910
96,0.108734,0.960008
97,0.163302,0.964373
98,0.158900,0.961125
99,0.094028,0.962952
100,0.128715,0.968636
1,0.303234,0.924990
2,0.048330,0.951583
3,0.221774,0.957065
4,0.127650,0.955035
5,0.186280,0.958993
6,0.161909,0.959704
7,0.117101,0.954019
8,0.251203,0.950771
9,0.095799,0.961734
10,0.269467,0.964982
11,0.158764,0.963764
12,0.135688,0.964271
13,0.113040,0.962850
14,0.075785,0.958384
15,0.118891,0.966200
16,0.166525,0.963053
17,0.188859,0.967418
18,0.113750,0.966504
19,0.242377,0.962850
20,0.127751,0.960719
21,0.202766,0.962749
22,0.124263,0.957471
23,0.134396,0.958384
24,0.118054,0.967012
25,0.172281,0.966606
26,0.042697,0.955847
27,0.108299,0.963662
28,0.224413,0.965692
29,0.225976,0.964779
30,0.147345,0.965591
31,0.099435,0.969752
32,0.114852,0.968636
33,0.048201,0.968737
34,0.116007,0.963764
35,0.214885,0.962546
36,0.132724,0.969955
37,0.122634,0.966809
38,0.098695,0.967113
39,0.167735,0.969854
40,0.293431,0.970564
41,0.198977,0.966301
42,0.073561,0.967418
43,0.164572,0.966910
44,0.104095,0.965692
45,0.106477,0.965083
46,0.111491,0.962850
47,0.119679,0.947219
48,0.080791,0.969143
49,0.095410,0.962444
50,0.061804,0.966200
51,0.044030,0.969549
52,0.105244,0.962952
53,0.220585,0.967824
54,0.226047,0.966910
55,0.113348,0.964880
56,0.180179,0.965794
57,0.069411,0.966301
58,0.117041,0.970361
59,0.105316,0.967215
60,0.251629,0.968737
61,0.127762,0.967519
62,0.140978,0.967824
63,0.056014,0.967316
64,0.105653,0.968128
65,0.045311,0.960211
66,0.102506,0.966200
67,0.195788,0.966809
68,0.136889,0.967925
69,0.231393,0.960516
70,0.099536,0.969651
71,0.114193,0.964068
72,0.156542,0.968940
73,0.118678,0.970260
74,0.138033,0.969651
75,0.061768,0.965794
76,0.044521,0.967316
77,0.032316,0.967824
78,0.107972,0.964271
79,0.150445,0.966504
80,0.210993,0.966809
81,0.112490,0.965692
82,0.108849,0.966301
83,0.310626,0.968839
84,0.064871,0.967012
85,0.179737,0.969752
86,0.097772,0.966098
87,0.197074,0.963155
88,0.113234,0.966809
89,0.068442,0.967925
90,0.134831,0.970057
91,0.124165,0.962850
92,0.085617,0.963662
93,0.072413,0.967621
94,0.080584,0.965388
95,0.049870,0.962140
96,0.153086,0.969346
97,0.196576,0.971173
98,0.055388,0.966098
99,0.100422,0.965185
100,0.132885,0.966707
1,0.154786,0.940621
2,0.129989,0.942854
3,0.242858,0.952192
4,0.169780,0.958587
5,0.133379,0.955542
6,0.173529,0.955238
7,0.099690,0.959196
8,0.217747,0.960617
9,0.148355,0.951989
10,0.147587,0.962038
11,0.188021,0.959501
12,0.090862,0.956862
13,0.102760,0.962140
14,0.102995,0.959704
15,0.078061,0.961328
16,0.211742,0.956050
17,0.214128,0.963459
18,0.128594,0.965185
19,0.073483,0.961226
20,0.103615,0.965286
21,0.112969,0.959399
22,0.096734,0.965489
23,0.110770,0.964982
24,0.111582,0.958080
25,0.105127,0.964779
26,0.050723,0.965286
27,0.219060,0.967418
28,0.108047,0.964576
29,0.066059,0.966301
30,0.113260,0.969448
31,0.070949,0.967012
32,0.108121,0.966606
33,0.166866,0.964170
34,0.082454,0.967519
35,0.089496,0.960820
36,0.052854,0.963459
37,0.086013,0.965591
38,0.101091,0.961429
39,0.223909,0.966809
40,0.073211,0.966910
41,0.076280,0.968331
42,0.123024,0.965286
43,0.210709,0.964474
44,0.107992,0.965286
45,0.103285,0.966809
46,0.245553,0.963459
47,0.151050,0.961226
48,0.079635,0.964779
49,0.098651,0.966606
50,0.213522,0.963764
51,0.162450,0.960719
52,0.058154,0.951786
53,0.255636,0.961835
54,0.105477,0.966606
55,0.104820,0.965388
56,0.063932,0.967316
57,0.137495,0.965286
58,0.227106,0.963459
59,0.045252,0.966098
60,0.150858,0.968534
61,0.108924,0.966910
62,0.128328,0.967925
63,0.157385,0.964576
64,0.083008,0.965591
65,0.099864,0.965997
66,0.166608,0.965895
67,0.071873,0.961023
68,0.121652,0.963967
69,0.213014,0.961429
70,0.144918,0.958993
71,0.157449,0.960719
72,0.052238,0.961429
73,0.055468,0.963865
74,0.076775,0.965591
75,0.142167,0.965794
76,0.128915,0.961023
77,0.064374,0.965286
78,0.144706,0.958790
79,0.125586,0.966606
80,0.140466,0.960414
81,0.238422,0.959298
82,0.165512,0.941027
83,0.120614,0.963967
84,0.088050,0.964170
85,0.058066,0.957775
86,0.072752,0.962038
87,0.091474,0.963459
88,0.161945,0.962952
89,0.078170,0.958790
90,0.084027,0.963459
91,0.118942,0.962444
92,0.227568,0.967316
93,0.203577,0.963662
94,0.120182,0.967621
95,0.077239,0.959907
96,0.038177,0.962647
97,0.188439,0.963053
98,0.151323,0.962952
99,0.151463,0.961531
100,0.091760,0.962546
1,0.130624,0.941129
2,0.063578,0.952497
3,0.302389,0.954425
4,0.097899,0.950771
5,0.105112,0.949553
6,0.071562,0.959399
7,0.073051,0.950873
8,0.114548,0.964271
9,0.141636,0.956760
10,0.164319,0.961328
11,0.073853,0.964271
12,0.157842,0.959298
13,0.122979,0.954730
14,0.035519,0.962647
15,0.081819,0.962647
16,0.102803,0.966606
17,0.136895,0.956659
18,0.264893,0.953918
19,0.134082,0.965083
20,0.119884,0.965794
21,0.170213,0.966504
22,0.127845,0.957572
23,0.148152,0.963053
24,0.059252,0.964373
25,0.089169,0.963155
26,0.103774,0.965692
27,0.188868,0.966301
28,0.099338,0.962140
29,0.203178,0.964271
30,0.195286,0.963459
31,0.196764,0.957877
32,0.153394,0.945899
33,0.100731,0.960922
34,0.110647,0.964677
35,0.097907,0.965692
36,0.146508,0.967925
37,0.051108,0.962647
38,0.167366,0.968636
39,0.030295,0.967215
40,0.156659,0.964271
41,0.089054,0.965489
42,0.159065,0.967215
43,0.207180,0.959704
44,0.084143,0.966098
45,0.092951,0.964677
46,0.144155,0.964779
47,0.073176,0.964779
48,0.274644,0.964576
49,0.115626,0.963764
50,0.077722,0.964271
51,0.106940,0.964068
52,0.159057,0.962749
53,0.251872,0.963459
54,0.130002,0.963256
55,0.186403,0.967621
56,0.062175,0.969346
57,0.039286,0.970666
58,0.137242,0.965083
59,0.179087,0.969448
60,0.107427,0.964271
61,0.100421,0.964474
62,0.136757,0.965591
63,0.115601,0.964576
64,0.076800,0.966910
65,0.172673,0.970260
66,0.157647,0.967316
67,0.066259,0.962038
68,0.157900,0.966606
69,0.153754,0.966606
70,0.172570,0.960313
71,0.095822,0.965286
72,0.186448,0.966301
73,0.201085,0.960719
74,0.108001,0.969143
75,0.131589,0.963561
76,0.169433,0.967012
77,0.115535,0.967824
78,0.191258,0.970158
79,0.112542,0.963053
80,0.126854,0.968737
81,0.075369,0.964068
82,0.098175,0.964982
83,0.066128,0.968839
84,0.061799,0.965997
85,0.094363,0.964170
86,0.164235,0.965895
87,0.109850,0.968331
88,0.127961,0.969854
89,0.197380,0.967925
90,0.150882,0.966098
91,0.154717,0.965185
92,0.156858,0.967621
93,0.086048,0.966910
94,0.166092,0.966098
95,0.079026,0.966200
96,0.251921,0.965895
97,0.211489,0.967113
98,0.144494,0.964576
99,0.076401,0.965997
100,0.086755,0.960922
